city,date,temp,humidity,wind,target
Mumbai,2024-12-09,20.4,81,8.9,23.0
Mumbai,2024-12-10,39.6,72,3.6,41.3
Mumbai,2024-12-11,35.1,68,12.2,32.4
Mumbai,2024-12-12,36.8,63,3.3,34.5
Mumbai,2024-12-13,44.7,34,8.1,43.3
Mumbai,2024-12-14,34.1,78,7.6,36.3
Mumbai,2024-12-15,40.7,85,7.3,43.5
Mumbai,2024-12-16,21.1,89,3.7,19.3
Mumbai,2024-12-17,38.9,30,9.7,37.3
Mumbai,2024-12-18,28.4,90,4.9,29.2
Mumbai,2024-12-19,25.9,72,3.3,23.5
Mumbai,2024-12-20,26.3,62,6.4,27.1
Mumbai,2024-12-21,33.0,89,3.3,36.0
Mumbai,2024-12-22,19.6,79,7.0,19.9
Mumbai,2024-12-23,32.4,30,11.2,32.8
Mumbai,2024-12-24,22.8,45,12.2,25.4
Mumbai,2024-12-25,25.8,51,4.4,27.5
Mumbai,2024-12-26,41.7,63,12.2,39.4
Mumbai,2024-12-27,41.8,78,12.4,42.8
Mumbai,2024-12-28,37.5,45,8.9,38.7
Mumbai,2024-12-29,26.6,72,10.9,26.0
Mumbai,2024-12-30,23.8,79,6.1,24.3
Mumbai,2024-12-31,23.5,42,8.8,25.3
Mumbai,2025-01-01,22.0,64,8.1,20.8
Mumbai,2025-01-02,21.1,56,2.6,21.5
Mumbai,2025-01-03,31.4,37,8.5,31.4
Mumbai,2025-01-04,39.4,56,6.0,36.7
Mumbai,2025-01-05,20.1,76,4.1,18.0
Mumbai,2025-01-06,37.2,89,14.0,35.1
Mumbai,2025-01-07,35.1,35,4.9,36.7
Mumbai,2025-01-08,40.1,61,4.9,39.6
Mumbai,2025-01-09,43.7,80,8.3,45.0
Mumbai,2025-01-10,45.0,39,12.1,45.0
Mumbai,2025-01-11,44.1,38,10.2,45.0
Mumbai,2025-01-12,31.4,73,3.8,30.1
Mumbai,2025-01-13,25.1,82,5.8,26.2
Mumbai,2025-01-14,29.9,68,13.1,27.1
Mumbai,2025-01-15,23.6,34,4.1,23.2
Mumbai,2025-01-16,32.5,57,3.4,30.9
Mumbai,2025-01-17,17.8,79,11.2,16.6
Mumbai,2025-01-18,18.9,35,9.7,18.3
Mumbai,2025-01-19,17.5,90,4.4,18.7
Mumbai,2025-01-20,29.8,77,6.2,29.9
Mumbai,2025-01-21,23.0,80,14.1,24.3
Mumbai,2025-01-22,40.2,58,5.7,41.8
Mumbai,2025-01-23,22.8,38,3.3,25.2
Mumbai,2025-01-24,34.9,55,11.5,33.3
Mumbai,2025-01-25,41.7,80,10.4,42.7
Mumbai,2025-01-26,44.8,39,7.5,43.2
Mumbai,2025-01-27,38.9,83,9.9,41.1
Mumbai,2025-01-28,27.1,54,9.0,26.7
Mumbai,2025-01-29,32.3,44,13.0,31.9
Mumbai,2025-01-30,20.6,87,9.2,19.5
Mumbai,2025-01-31,15.8,66,5.5,15.0
Mumbai,2025-02-01,43.2,52,3.3,40.8
Mumbai,2025-02-02,40.6,58,6.1,38.4
Mumbai,2025-02-03,32.2,63,8.1,34.4
Mumbai,2025-02-04,31.1,46,2.3,29.5
Mumbai,2025-02-05,31.5,54,8.5,29.1
Mumbai,2025-02-06,18.1,85,9.1,18.6
Mumbai,2025-02-07,40.6,75,3.2,38.7
Mumbai,2025-02-08,29.6,58,4.4,29.8
Mumbai,2025-02-09,18.5,35,9.5,18.1
Mumbai,2025-02-10,27.2,80,2.9,29.4
Mumbai,2025-02-11,15.8,48,14.1,16.8
Mumbai,2025-02-12,15.4,61,2.7,15.0
Mumbai,2025-02-13,43.3,46,5.3,40.9
Mumbai,2025-02-14,42.2,68,2.9,44.1
Mumbai,2025-02-15,26.6,62,2.8,27.7
Mumbai,2025-02-16,15.6,58,3.8,16.9
Mumbai,2025-02-17,19.7,90,13.2,18.7
Mumbai,2025-02-18,25.4,38,11.0,27.2
Mumbai,2025-02-19,30.7,56,6.2,30.8
Mumbai,2025-02-20,33.9,51,9.8,31.8
Mumbai,2025-02-21,23.0,46,6.2,21.1
Mumbai,2025-02-22,15.8,32,10.7,18.0
Mumbai,2025-02-23,43.5,73,12.6,41.2
Mumbai,2025-02-24,21.3,75,2.9,19.9
Mumbai,2025-02-25,44.2,80,7.2,45.0
Mumbai,2025-02-26,41.0,53,9.7,42.7
Mumbai,2025-02-27,30.8,30,12.6,33.7
Mumbai,2025-02-28,23.1,72,7.2,25.1
Mumbai,2025-03-01,19.3,32,12.3,21.1
Mumbai,2025-03-02,34.3,76,9.5,34.2
Mumbai,2025-03-03,41.1,73,13.7,41.8
Mumbai,2025-03-04,28.5,59,13.0,29.4
Mumbai,2025-03-05,22.3,36,14.5,24.3
Mumbai,2025-03-06,18.4,68,8.7,19.8
Mumbai,2025-03-07,26.5,57,9.2,25.0
Mumbai,2025-03-08,38.3,73,5.4,38.1
Mumbai,2025-03-09,21.4,65,8.6,20.0
Mumbai,2025-03-10,36.5,57,3.9,36.2
Mumbai,2025-03-11,34.2,69,6.0,37.0
Mumbai,2025-03-12,44.3,35,13.7,45.0
Mumbai,2025-03-13,18.4,77,10.4,16.3
Mumbai,2025-03-14,28.0,66,10.3,25.6
Mumbai,2025-03-15,26.1,87,8.9,27.6
Mumbai,2025-03-16,43.4,31,14.0,41.0
Mumbai,2025-03-17,37.2,45,8.7,34.8
Mumbai,2025-03-18,37.2,81,10.3,35.7
Mumbai,2025-03-19,32.9,39,3.0,33.7
Mumbai,2025-03-20,34.1,47,11.1,33.1
Mumbai,2025-03-21,21.5,36,2.8,23.3
Mumbai,2025-03-22,27.7,80,10.2,29.9
Mumbai,2025-03-23,33.5,51,5.2,35.2
Mumbai,2025-03-24,25.4,45,9.6,25.3
Mumbai,2025-03-25,15.8,50,5.4,15.0
Mumbai,2025-03-26,16.6,68,14.3,16.5
Mumbai,2025-03-27,31.9,47,6.3,33.0
Mumbai,2025-03-28,34.1,71,14.6,34.9
Mumbai,2025-03-29,39.9,89,4.7,42.1
Mumbai,2025-03-30,19.0,33,10.7,16.5
Mumbai,2025-03-31,25.7,31,9.7,27.7
Mumbai,2025-04-01,38.0,88,11.4,37.6
Mumbai,2025-04-02,41.5,54,9.2,40.4
Mumbai,2025-04-03,33.5,79,13.3,35.0
Mumbai,2025-04-04,16.3,85,5.3,17.1
Mumbai,2025-04-05,31.1,32,14.1,28.4
Mumbai,2025-04-06,29.0,83,13.4,31.4
Mumbai,2025-04-07,35.7,62,13.4,36.9
Mumbai,2025-04-08,33.6,66,11.9,35.2
Mumbai,2025-04-09,40.9,62,2.6,41.4
Mumbai,2025-04-10,40.6,58,7.2,38.5
Mumbai,2025-04-11,28.5,51,9.0,29.6
Mumbai,2025-04-12,28.9,66,12.5,31.4
Mumbai,2025-04-13,16.2,75,6.7,16.5
Mumbai,2025-04-14,35.8,87,11.0,37.1
Mumbai,2025-04-15,25.9,46,6.1,24.7
Mumbai,2025-04-16,22.6,52,13.6,24.2
Mumbai,2025-04-17,27.0,33,4.4,25.6
Mumbai,2025-04-18,25.1,46,14.5,26.6
Mumbai,2025-04-19,42.2,74,5.2,43.6
Mumbai,2025-04-20,35.6,80,8.1,34.7
Mumbai,2025-04-21,31.9,32,2.7,32.5
Mumbai,2025-04-22,29.4,39,7.9,27.0
Mumbai,2025-04-23,20.0,74,9.9,21.3
Mumbai,2025-04-24,23.8,57,12.5,21.5
Mumbai,2025-04-25,41.5,52,3.7,41.8
Mumbai,2025-04-26,29.5,66,13.3,26.9
Mumbai,2025-04-27,45.0,64,11.2,45.0
Mumbai,2025-04-28,22.2,45,9.9,24.9
Mumbai,2025-04-29,16.1,65,5.4,15.0
Mumbai,2025-04-30,29.4,68,5.6,29.3
Mumbai,2025-05-01,31.1,69,6.5,32.8
Mumbai,2025-05-02,39.2,31,10.5,40.7
Mumbai,2025-05-03,32.9,71,5.9,33.0
Mumbai,2025-05-04,23.0,42,4.7,24.1
Mumbai,2025-05-05,38.1,63,7.8,39.6
Mumbai,2025-05-06,15.7,51,5.2,16.2
Mumbai,2025-05-07,16.7,89,14.6,15.0
Mumbai,2025-05-08,24.7,45,9.1,25.4
Mumbai,2025-05-09,35.7,84,9.3,36.9
Mumbai,2025-05-10,24.2,43,3.9,21.9
Mumbai,2025-05-11,43.7,49,4.3,41.8
Mumbai,2025-05-12,42.4,54,3.6,43.8
Mumbai,2025-05-13,24.6,36,8.2,22.5
Mumbai,2025-05-14,31.8,32,10.1,34.8
Mumbai,2025-05-15,35.4,41,2.9,35.8
Mumbai,2025-05-16,34.4,30,2.4,34.5
Mumbai,2025-05-17,25.5,87,10.9,27.3
Mumbai,2025-05-18,25.5,79,10.0,27.6
Mumbai,2025-05-19,43.8,63,7.3,41.6
Mumbai,2025-05-20,43.7,89,7.3,42.0
Mumbai,2025-05-21,42.6,57,7.1,42.9
Mumbai,2025-05-22,22.3,62,11.4,23.8
Mumbai,2025-05-23,27.2,59,3.3,27.7
Mumbai,2025-05-24,39.2,57,7.0,36.8
Mumbai,2025-05-25,23.3,84,9.7,24.3
Mumbai,2025-05-26,40.9,84,13.2,43.6
Mumbai,2025-05-27,33.2,45,13.5,32.8
Mumbai,2025-05-28,28.0,40,6.3,29.5
Mumbai,2025-05-29,34.0,90,2.9,34.6
Mumbai,2025-05-30,30.4,52,9.1,27.5
Mumbai,2025-05-31,38.9,90,15.0,36.2
Mumbai,2025-06-01,42.9,45,9.1,43.4
Mumbai,2025-06-02,32.0,81,14.2,35.0
Mumbai,2025-06-03,36.7,31,11.5,39.6
Mumbai,2025-06-04,26.4,81,5.1,28.9
Mumbai,2025-06-05,25.5,31,8.6,22.9
Mumbai,2025-06-06,28.9,66,2.6,26.3
Mumbai,2025-06-07,35.8,38,5.1,35.6
Mumbai,2025-06-08,32.6,72,4.2,29.6
Mumbai,2025-06-09,39.5,86,14.6,39.1
Mumbai,2025-06-10,18.1,62,3.3,18.3
Mumbai,2025-06-11,15.8,85,3.7,15.0
Mumbai,2025-06-12,34.5,87,7.0,36.8
Mumbai,2025-06-13,38.3,31,2.1,40.7
Mumbai,2025-06-14,21.8,42,3.9,20.9
Mumbai,2025-06-15,45.0,81,6.4,44.8
Mumbai,2025-06-16,21.7,88,11.5,23.4
Mumbai,2025-06-17,21.8,35,6.8,24.4
Mumbai,2025-06-18,27.0,41,12.1,27.4
Mumbai,2025-06-19,42.2,79,8.5,44.7
Mumbai,2025-06-20,43.6,35,3.1,41.1
Mumbai,2025-06-21,23.1,90,6.1,24.2
Mumbai,2025-06-22,31.7,38,5.7,33.4
Mumbai,2025-06-23,17.9,52,9.0,19.6
Mumbai,2025-06-24,39.7,58,8.5,38.6
Mumbai,2025-06-25,17.5,38,13.2,20.0
Mumbai,2025-06-26,34.0,84,2.9,32.1
Mumbai,2025-06-27,17.1,42,8.3,19.8
Mumbai,2025-06-28,23.7,46,4.9,26.5
Bangalore,2024-06-28,39.8,81,7.7,41.4
Bangalore,2024-06-29,20.9,34,6.7,19.4
Bangalore,2024-06-30,31.7,61,11.3,30.8
Bangalore,2024-07-01,30.8,89,9.2,29.9
Bangalore,2024-07-02,32.3,86,4.5,30.1
Bangalore,2024-07-03,37.9,77,8.0,40.7
Bangalore,2024-07-04,28.6,80,8.1,26.6
Bangalore,2024-07-05,18.6,51,12.6,18.7
Bangalore,2024-07-06,36.3,61,5.6,38.6
Bangalore,2024-07-07,28.4,34,9.9,28.9
Bangalore,2024-07-08,22.0,85,4.4,22.0
Bangalore,2024-07-09,38.8,63,14.5,40.1
Bangalore,2024-07-10,24.6,85,6.0,25.4
Bangalore,2024-07-11,41.4,61,3.0,38.6
Bangalore,2024-07-12,31.5,84,4.2,32.0
Bangalore,2024-07-13,20.5,32,2.0,20.8
Bangalore,2024-07-14,28.3,59,5.2,27.6
Bangalore,2024-07-15,36.2,85,9.4,33.6
Bangalore,2024-07-16,41.7,71,12.4,42.7
Bangalore,2024-07-17,34.9,67,5.7,34.2
Bangalore,2024-07-18,35.7,66,7.4,35.0
Bangalore,2024-07-19,19.1,76,5.5,18.9
Bangalore,2024-07-20,38.2,81,11.7,40.2
Bangalore,2024-07-21,28.9,63,11.9,26.0
Bangalore,2024-07-22,43.6,61,11.6,45.0
Bangalore,2024-07-23,17.0,90,9.4,15.0
Bangalore,2024-07-24,20.2,75,12.9,19.1
Bangalore,2024-07-25,36.6,72,11.4,35.0
Bangalore,2024-07-26,16.7,61,5.1,15.0
Bangalore,2024-07-27,42.8,53,6.1,42.8
Bangalore,2024-07-28,27.8,55,4.1,26.2
Bangalore,2024-07-29,18.3,71,3.1,21.3
Bangalore,2024-07-30,42.0,46,7.9,43.5
Bangalore,2024-07-31,24.7,74,6.7,23.9
Bangalore,2024-08-01,36.3,61,4.8,33.7
Bangalore,2024-08-02,17.8,40,13.8,17.6
Bangalore,2024-08-03,33.6,82,12.0,30.9
Bangalore,2024-08-04,17.2,48,6.4,16.4
Bangalore,2024-08-05,40.5,47,7.6,42.9
Bangalore,2024-08-06,15.8,73,13.7,18.1
Bangalore,2024-08-07,39.8,85,13.9,39.0
Bangalore,2024-08-08,26.2,72,10.4,25.3
Bangalore,2024-08-09,40.6,50,3.1,39.4
Bangalore,2024-08-10,27.7,63,13.0,29.7
Bangalore,2024-08-11,30.0,66,8.0,29.7
Bangalore,2024-08-12,24.7,49,8.2,26.0
Bangalore,2024-08-13,34.3,73,11.7,33.1
Bangalore,2024-08-14,35.2,63,10.5,34.8
Bangalore,2024-08-15,17.8,72,7.4,18.9
Bangalore,2024-08-16,42.5,86,6.7,40.5
Bangalore,2024-08-17,31.7,51,14.2,33.5
Bangalore,2024-08-18,19.7,44,11.0,22.2
Bangalore,2024-08-19,29.9,83,8.4,30.7
Bangalore,2024-08-20,34.0,80,11.1,34.5
Bangalore,2024-08-21,33.8,58,4.9,34.7
Bangalore,2024-08-22,37.3,41,10.2,39.0
Bangalore,2024-08-23,26.0,62,8.9,29.0
Bangalore,2024-08-24,26.0,40,3.5,23.1
Bangalore,2024-08-25,34.5,56,9.5,37.0
Bangalore,2024-08-26,19.0,48,2.9,17.7
Bangalore,2024-08-27,30.6,76,8.5,31.4
Bangalore,2024-08-28,23.2,61,14.1,24.1
Bangalore,2024-08-29,24.1,66,13.9,24.8
Bangalore,2024-08-30,35.0,73,5.6,32.4
Bangalore,2024-08-31,44.9,35,8.8,44.2
Bangalore,2024-09-01,38.8,73,3.9,39.5
Bangalore,2024-09-02,36.5,74,2.6,38.2
Bangalore,2024-09-03,28.0,47,13.7,25.6
Bangalore,2024-09-04,19.3,88,7.2,19.5
Bangalore,2024-09-05,22.1,35,14.6,24.4
Bangalore,2024-09-06,42.0,79,7.8,44.8
Bangalore,2024-09-07,38.3,81,7.6,35.5
Bangalore,2024-09-08,37.9,45,10.6,36.7
Bangalore,2024-09-09,15.8,36,11.7,15.8
Bangalore,2024-09-10,44.9,90,13.4,44.1
Bangalore,2024-09-11,41.0,88,3.9,38.1
Bangalore,2024-09-12,18.9,39,10.2,18.8
Bangalore,2024-09-13,34.9,63,7.2,33.6
Bangalore,2024-09-14,22.8,69,3.4,22.0
Bangalore,2024-09-15,32.8,55,3.4,34.6
Bangalore,2024-09-16,36.9,90,4.7,38.4
Bangalore,2024-09-17,40.3,50,13.0,40.1
Bangalore,2024-09-18,39.2,81,4.8,41.6
Bangalore,2024-09-19,38.1,55,10.8,41.0
Bangalore,2024-09-20,33.9,40,5.7,36.7
Bangalore,2024-09-21,26.0,61,2.6,27.7
Bangalore,2024-09-22,24.7,46,12.8,27.4
Bangalore,2024-09-23,16.3,55,3.2,15.1
Bangalore,2024-09-24,28.2,63,8.7,25.7
Bangalore,2024-09-25,38.1,72,13.9,39.0
Bangalore,2024-09-26,33.7,67,4.4,34.9
Bangalore,2024-09-27,23.8,42,10.4,26.1
Bangalore,2024-09-28,35.6,56,8.3,37.1
Bangalore,2024-09-29,42.5,49,2.5,41.8
Bangalore,2024-09-30,34.5,84,3.8,34.3
Bangalore,2024-10-01,15.9,65,4.2,17.4
Bangalore,2024-10-02,36.3,58,6.0,37.1
Bangalore,2024-10-03,31.2,38,6.5,28.7
Bangalore,2024-10-04,25.6,69,9.6,28.2
Bangalore,2024-10-05,42.7,44,5.4,42.1
Bangalore,2024-10-06,33.6,67,2.6,34.6
Bangalore,2024-10-07,26.4,53,12.0,27.3
Bangalore,2024-10-08,23.2,80,7.5,24.3
Bangalore,2024-10-09,25.5,49,9.7,25.8
Bangalore,2024-10-10,39.0,84,13.0,39.6
Bangalore,2024-10-11,29.2,51,13.5,29.0
Bangalore,2024-10-12,37.4,37,6.5,37.7
Bangalore,2024-10-13,21.9,47,5.4,21.7
Bangalore,2024-10-14,29.2,55,12.1,29.2
Bangalore,2024-10-15,44.7,65,13.3,43.9
Bangalore,2024-10-16,42.7,44,7.1,43.3
Bangalore,2024-10-17,23.5,70,9.9,23.4
Bangalore,2024-10-18,34.4,70,13.7,34.0
Bangalore,2024-10-19,18.3,77,8.1,18.9
Bangalore,2024-10-20,37.8,67,10.8,36.9
Bangalore,2024-10-21,22.5,35,2.3,24.2
Bangalore,2024-10-22,34.6,84,13.9,35.5
Bangalore,2024-10-23,43.3,47,2.6,45.0
Bangalore,2024-10-24,15.4,44,9.4,17.0
Bangalore,2024-10-25,24.5,46,12.2,26.2
Bangalore,2024-10-26,16.4,57,2.2,15.7
Bangalore,2024-10-27,16.8,55,7.2,18.8
Bangalore,2024-10-28,40.9,47,10.5,41.3
Bangalore,2024-10-29,16.6,52,5.8,15.0
Bangalore,2024-10-30,40.4,49,9.4,39.9
Bangalore,2024-10-31,18.0,76,3.9,18.9
Bangalore,2024-11-01,33.3,50,5.0,31.7
Bangalore,2024-11-02,33.1,84,13.2,34.0
Bangalore,2024-11-03,20.0,57,5.2,22.9
Bangalore,2024-11-04,32.1,79,8.1,31.5
Bangalore,2024-11-05,43.4,81,7.1,40.9
Bangalore,2024-11-06,31.6,73,7.6,31.3
Bangalore,2024-11-07,26.4,60,12.7,28.8
Bangalore,2024-11-08,15.5,74,4.1,16.5
Bangalore,2024-11-09,26.3,75,12.4,25.6
Bangalore,2024-11-10,17.8,69,12.1,18.8
Bangalore,2024-11-11,40.0,89,15.0,39.3
Bangalore,2024-11-12,40.0,48,10.3,38.7
Bangalore,2024-11-13,22.5,90,9.5,23.5
Bangalore,2024-11-14,27.6,58,13.8,26.0
Bangalore,2024-11-15,30.6,76,13.5,29.8
Bangalore,2024-11-16,34.1,78,5.8,32.4
Bangalore,2024-11-17,15.9,45,8.0,15.0
Bangalore,2024-11-18,35.6,89,5.3,35.6
Bangalore,2024-11-19,42.1,38,9.4,39.9
Bangalore,2024-11-20,44.9,52,8.1,45.0
Bangalore,2024-11-21,43.1,77,2.6,41.3
Bangalore,2024-11-22,44.7,75,6.2,42.8
Bangalore,2024-11-23,38.5,52,9.6,36.3
Bangalore,2024-11-24,34.6,60,13.4,36.4
Bangalore,2024-11-25,19.5,72,5.8,21.9
Bangalore,2024-11-26,19.6,75,3.3,22.1
Bangalore,2024-11-27,31.2,70,8.0,31.0
Bangalore,2024-11-28,34.2,65,8.1,33.2
Bangalore,2024-11-29,20.8,50,7.5,20.8
Bangalore,2024-11-30,26.0,71,12.5,24.1
Bangalore,2024-12-01,17.5,46,8.4,19.2
Bangalore,2024-12-02,30.7,80,13.5,28.6
Bangalore,2024-12-03,22.1,78,7.0,24.2
Bangalore,2024-12-04,38.6,57,9.1,40.1
Bangalore,2024-12-05,39.2,89,12.1,36.3
Bangalore,2024-12-06,20.4,32,10.0,22.5
Bangalore,2024-12-07,43.2,58,2.1,43.2
Bangalore,2024-12-08,25.0,53,5.7,26.0
Bangalore,2024-12-09,27.8,53,4.7,27.9
Bangalore,2024-12-10,29.3,81,2.5,29.8
Bangalore,2024-12-11,35.0,58,8.7,34.9
Bangalore,2024-12-12,21.2,86,4.2,20.9
Bangalore,2024-12-13,16.0,90,7.6,15.0
Bangalore,2024-12-14,44.4,66,8.0,41.6
Bangalore,2024-12-15,21.6,47,7.1,20.6
Bangalore,2024-12-16,15.1,52,7.7,15.0
Bangalore,2024-12-17,29.3,45,6.7,29.9
Bangalore,2024-12-18,26.0,31,9.1,27.3
Bangalore,2024-12-19,44.6,79,11.6,45.0
Bangalore,2024-12-20,27.3,75,8.1,27.1
Bangalore,2024-12-21,32.6,89,8.1,32.0
Bangalore,2024-12-22,32.5,75,8.0,30.5
Bangalore,2024-12-23,15.1,46,2.5,15.7
Bangalore,2024-12-24,23.1,88,9.5,20.1
Bangalore,2024-12-25,32.8,90,2.4,33.5
Bangalore,2024-12-26,28.8,78,8.2,31.6
Bangalore,2024-12-27,32.1,54,7.3,31.2
Bangalore,2024-12-28,21.5,90,3.1,19.6
Bangalore,2024-12-29,35.4,79,11.9,32.8
Bangalore,2024-12-30,40.5,74,11.9,38.1
Bangalore,2024-12-31,34.8,53,10.3,35.1
Bangalore,2025-01-01,35.3,57,3.9,34.1
Bangalore,2025-01-02,19.4,70,12.2,20.3
Bangalore,2025-01-03,29.5,88,13.3,26.7
Bangalore,2025-01-04,38.2,83,7.6,36.5
Bangalore,2025-01-05,19.5,58,11.1,18.5
Bangalore,2025-01-06,17.0,33,4.0,17.1
Bangalore,2025-01-07,20.5,76,3.0,21.9
Bangalore,2025-01-08,28.1,75,8.2,26.6
Bangalore,2025-01-09,38.7,35,12.6,36.4
Bangalore,2025-01-10,28.8,47,13.0,30.0
Bangalore,2025-01-11,24.3,64,7.2,24.9
Bangalore,2025-01-12,15.3,82,3.5,16.8
Bangalore,2025-01-13,26.4,89,3.3,25.4
Bangalore,2025-01-14,16.1,82,9.3,15.3
Bangalore,2025-01-15,34.0,44,14.4,31.7
Bangalore,2025-01-16,27.1,47,8.9,29.6
Bangalore,2025-01-17,27.2,66,5.4,25.7
Bangalore,2025-01-18,34.4,89,7.1,35.0
Bangalore,2025-01-19,21.3,37,3.8,20.7
Bangalore,2025-01-20,32.3,45,9.7,34.7
Bangalore,2025-01-21,17.8,73,11.0,20.0
Bangalore,2025-01-22,27.2,51,12.5,24.4
Bangalore,2025-01-23,28.0,75,6.1,29.1
Bangalore,2025-01-24,44.0,31,4.0,44.0
Bangalore,2025-01-25,18.7,75,13.3,17.3
Bangalore,2025-01-26,35.7,47,9.2,36.4
Bangalore,2025-01-27,39.2,46,14.7,41.3
Bangalore,2025-01-28,21.2,82,11.3,19.0
Bangalore,2025-01-29,42.7,51,11.2,40.8
Bangalore,2025-01-30,44.2,87,2.1,45.0
Bangalore,2025-01-31,40.7,41,12.8,38.2
Bangalore,2025-02-01,36.0,66,9.0,38.5
Bangalore,2025-02-02,27.4,46,11.4,26.6
Bangalore,2025-02-03,24.0,65,10.3,22.0
Bangalore,2025-02-04,39.0,56,14.4,39.3
Bangalore,2025-02-05,23.7,90,11.4,25.0
Bangalore,2025-02-06,30.2,76,10.7,29.9
Bangalore,2025-02-07,18.1,66,9.1,19.9
Bangalore,2025-02-08,31.5,39,5.6,33.0
Bangalore,2025-02-09,27.7,49,12.0,30.2
Bangalore,2025-02-10,22.0,66,8.1,23.6
Bangalore,2025-02-11,27.5,31,8.3,27.8
Bangalore,2025-02-12,32.7,73,14.9,29.8
Bangalore,2025-02-13,20.1,79,5.3,23.0
Bangalore,2025-02-14,37.2,38,7.6,35.9
Bangalore,2025-02-15,26.0,71,11.1,27.2
Bangalore,2025-02-16,32.8,35,9.0,32.9
Bangalore,2025-02-17,30.5,53,7.5,27.8
Bangalore,2025-02-18,36.0,70,12.2,33.0
Bangalore,2025-02-19,15.5,55,12.1,15.0
Bangalore,2025-02-20,35.0,32,2.0,34.0
Bangalore,2025-02-21,41.6,89,9.7,40.4
Bangalore,2025-02-22,20.3,76,2.0,17.6
Bangalore,2025-02-23,24.3,30,10.4,21.8
Bangalore,2025-02-24,42.0,39,2.9,43.7
Bangalore,2025-02-25,17.9,32,12.0,16.2
Bangalore,2025-02-26,26.0,77,4.4,24.0
Bangalore,2025-02-27,30.2,72,6.2,30.6
Bangalore,2025-02-28,20.2,45,12.1,22.0
Bangalore,2025-03-01,32.4,77,12.1,31.0
Bangalore,2025-03-02,17.7,53,10.2,16.3
Bangalore,2025-03-03,42.9,82,9.1,44.0
Bangalore,2025-03-04,29.2,53,2.1,26.4
Bangalore,2025-03-05,20.9,70,7.4,21.6
Bangalore,2025-03-06,28.0,63,7.1,25.5
Bangalore,2025-03-07,36.0,44,8.2,38.5
Bangalore,2025-03-08,44.1,61,6.9,41.8
Bangalore,2025-03-09,17.6,59,9.1,20.1
Bangalore,2025-03-10,24.9,44,7.2,22.4
Bangalore,2025-03-11,39.9,71,2.0,39.0
Bangalore,2025-03-12,18.7,45,5.6,16.8
Bangalore,2025-03-13,21.8,51,2.1,22.5
Bangalore,2025-03-14,42.4,75,13.3,41.8
Bangalore,2025-03-15,32.7,55,6.2,31.8
Bangalore,2025-03-16,26.1,72,9.1,25.8
Bangalore,2025-03-17,16.5,53,13.7,16.6
Bangalore,2025-03-18,31.0,90,3.8,30.5
Bangalore,2025-03-19,21.4,72,10.0,20.8
Bangalore,2025-03-20,39.1,60,10.5,40.7
Bangalore,2025-03-21,42.3,65,2.6,44.5
Bangalore,2025-03-22,38.4,41,11.2,37.8
Bangalore,2025-03-23,21.6,78,3.0,23.5
Bangalore,2025-03-24,33.1,53,2.7,32.4
Bangalore,2025-03-25,25.3,58,3.6,25.1
Bangalore,2025-03-26,37.9,80,3.7,38.2
Bangalore,2025-03-27,15.1,45,6.0,16.7
Bangalore,2025-03-28,39.0,55,14.2,40.5
Bangalore,2025-03-29,24.3,43,12.3,22.3
Bangalore,2025-03-30,36.9,69,9.5,38.6
Bangalore,2025-03-31,34.6,39,5.8,35.6
Bangalore,2025-04-01,21.9,60,12.2,22.3
Bangalore,2025-04-02,39.3,89,6.0,40.1
Bangalore,2025-04-03,23.7,44,14.7,24.1
Bangalore,2025-04-04,15.7,43,12.6,18.1
Bangalore,2025-04-05,35.2,71,13.5,35.0
Bangalore,2025-04-06,19.1,59,6.0,21.6
Bangalore,2025-04-07,19.2,41,14.2,17.8
Bangalore,2025-04-08,16.7,34,10.6,15.6
Bangalore,2025-04-09,30.3,63,4.4,27.8
Bangalore,2025-04-10,42.5,43,11.4,42.3
Bangalore,2025-04-11,44.2,75,6.6,42.4
Bangalore,2025-04-12,29.8,89,13.1,32.8
Bangalore,2025-04-13,27.4,49,3.9,30.4
Bangalore,2025-04-14,32.5,37,6.1,32.6
Bangalore,2025-04-15,19.5,32,12.6,21.2
Bangalore,2025-04-16,39.1,85,14.6,38.3
Bangalore,2025-04-17,35.8,31,2.3,38.1
Bangalore,2025-04-18,39.4,31,14.1,36.9
Bangalore,2025-04-19,28.3,57,12.2,25.5
Bangalore,2025-04-20,20.5,75,5.3,20.3
Bangalore,2025-04-21,32.5,90,4.8,31.6
Bangalore,2025-04-22,26.4,69,2.4,24.0
Bangalore,2025-04-23,16.9,50,2.2,19.1
Bangalore,2025-04-24,44.5,58,7.9,45.0
Bangalore,2025-04-25,31.6,48,5.0,33.6
Bangalore,2025-04-26,15.9,72,14.6,16.1
Bangalore,2025-04-27,42.0,57,3.1,44.4
Bangalore,2025-04-28,29.7,70,2.3,27.5
Bangalore,2025-04-29,16.0,81,10.2,15.0
Bangalore,2025-04-30,42.8,41,7.4,44.8
Bangalore,2025-05-01,24.6,60,6.0,25.7
Bangalore,2025-05-02,37.9,87,7.6,37.5
Bangalore,2025-05-03,37.9,56,5.1,40.4
Bangalore,2025-05-04,27.2,38,6.3,25.9
Bangalore,2025-05-05,23.6,75,8.7,26.6
Bangalore,2025-05-06,19.0,40,11.3,17.9
Bangalore,2025-05-07,40.2,44,6.9,42.7
Bangalore,2025-05-08,29.9,34,7.6,28.1
